source,target,weight,type
181,12412,1,follow
181,15375,1,like
181,2423,1,like
181,20154,1,like
181,7726,1,like
181,16101,1,follow
181,15200,1,dislike
181,7898,1,like
181,135,1,dislike
181,7210,1,dislike
181,6402,1,like
181,7792,1,dislike
8375,7522,1,follow
8375,13916,1,like
8375,9534,1,follow
8375,9366,1,like
8375,11607,1,follow
8375,6292,1,follow
8375,11102,1,follow
8375,10202,1,follow
8375,8375,1,dislike
8375,1075,1,follow
8375,19873,1,dislike
8375,7206,1,follow
8375,8439,2,like
8375,7883,1,like
8375,14910,1,follow
8375,9027,1,like
8375,8312,2,follow
8375,15233,1,follow
8375,8877,1,follow
8375,12412,1,follow
8375,15168,1,like
8375,15023,1,follow
8375,19191,1,like
8375,13391,1,like
8375,13830,1,like
8375,19209,1,like
8375,7803,1,follow
8375,10594,1,follow
8375,1237,1,dislike
183,183,3,like
183,10422,1,follow
183,15918,1,follow
183,11925,1,follow
183,6344,1,follow
183,8653,1,follow
183,9534,1,follow
183,19209,2,follow
183,9623,1,like
183,10984,1,like
183,9834,1,like
183,17371,1,follow
183,19285,1,dislike
183,15911,1,like
183,13823,1,like
183,16690,1,like
183,8166,1,dislike
183,12412,1,like
183,15315,1,like
8378,15602,1,like
8378,1774,1,like
8378,13981,1,like
8378,1243,1,follow
8378,12204,2,like
8378,15918,1,like
8378,11972,1,like
8378,12064,1,like
8378,15879,1,like
8378,522,1,like
8378,16180,1,follow
8378,8487,1,follow
8378,8790,2,like
8378,14943,1,follow
8378,10231,1,follow
8378,8378,1,like
8378,13873,1,follow
8378,8904,1,follow
8378,11856,1,follow
8378,1054,1,follow
8378,15062,1,follow
8378,17057,1,like
8378,7848,1,like
8378,15128,1,dislike
8378,2192,1,follow
16570,10767,1,follow
16570,12090,1,dislike
16570,16570,1,like
16570,7182,1,like
16573,13998,1,dislike
16573,14855,1,dislike
16573,16573,1,like
16573,7149,1,follow
16573,14268,1,follow
190,16792,1,follow
190,13984,1,follow
190,16125,1,like
190,13908,1,follow
190,11935,1,follow
190,10292,1,like
190,7273,2,follow
190,11972,1,like
190,9884,1,follow
190,20804,1,like
190,9074,1,follow
190,11824,1,like
190,10250,1,follow
190,11672,1,like
190,12185,1,follow
190,11654,1,follow
190,11796,1,like
190,190,3,like
190,10164,1,like
190,986,1,like
190,10793,1,like
190,15879,1,follow
190,20342,1,follow
190,9703,1,like
190,13870,1,like
190,15834,1,follow
190,9451,1,follow
190,8590,1,dislike
190,6390,1,like
190,1054,1,follow
190,9890,1,like
190,8766,1,like
190,11347,1,like
190,13503,1,like
190,8026,1,like
190,6930,1,like
190,15418,1,like
190,8664,1,like
190,12412,1,follow
190,8439,1,dislike
190,9213,1,follow
190,9537,1,like
190,7069,1,like
190,17064,1,dislike
191,11203,1,follow
191,15040,1,follow
191,1490,1,follow
191,2471,1,follow
191,214,1,like
191,183,1,follow
191,8586,1,like
191,10985,1,follow
191,15579,1,follow
191,12179,1,like
191,7069,1,like
191,7217,1,like
191,8312,1,follow
191,191,3,like
191,9534,1,follow
191,12494,1,like
191,9630,1,follow
191,2579,1,follow
191,7659,2,like
16576,11796,2,dislike
16576,17079,1,like
16576,16576,1,like
16576,9452,1,like
8404,9082,6,dislike
8404,11388,1,like
8404,16570,1,follow
8404,6622,3,like
8404,10859,1,like
8404,11069,1,follow
8404,6465,1,dislike
8404,8404,1,follow
8404,10380,1,follow
8404,14160,1,follow
8404,2087,1,like
8404,14451,1,follow
8404,7586,1,like
8404,8830,1,like
8404,8821,1,dislike
8404,10444,1,follow
8404,1615,1,follow
8404,15040,1,like
8404,15965,1,like
214,214,1,like
214,11935,1,follow
214,9630,1,like
214,15837,1,follow
214,10793,1,like
214,5327,1,like
214,20306,1,like
214,8265,1,dislike
214,17171,1,follow
16600,16676,1,like
16600,11961,1,follow
16600,15918,1,follow
16600,16600,4,like
16600,17615,1,like
16600,10985,1,like
16600,16690,1,like
16600,19873,1,follow
16600,135,1,like
16600,11780,1,follow
16600,7156,1,follow
16600,16125,1,like
16600,12412,1,follow
16602,1103,1,like
16602,7399,1,follow
16602,7012,1,follow
16602,8495,1,follow
16602,1864,1,follow
16602,8782,1,like
16602,17383,1,dislike
16602,2784,1,like
16602,9633,1,dislike
16602,8312,1,follow
16602,1070,1,like
16602,15994,1,follow
16602,14162,1,follow
16602,12412,1,follow
16602,16602,1,like
16602,15320,1,like
16602,13983,1,dislike
16602,1027,1,follow
16607,15957,1,dislike
16607,16607,1,dislike
16607,17066,1,like
16607,15019,1,follow
16607,2281,2,like
16607,2269,1,follow
16607,15918,1,follow
16607,8865,1,like
16607,991,1,unfollow
16607,9103,1,follow
16607,2845,1,follow
16607,8766,1,like
16607,10490,1,follow
16607,15994,1,follow
16607,15934,1,dislike
16607,13998,1,like
16607,8652,1,like
16607,6298,1,like
16607,999,1,follow
16607,6861,1,follow
16607,15381,1,like
16607,13870,1,follow
16607,13385,1,like
16607,14217,1,follow
16607,12412,1,follow
16607,15790,2,dislike
16607,7250,1,like
225,15519,1,follow
225,225,3,like
225,10048,1,like
225,992,1,follow
225,17151,1,dislike
225,10271,1,follow
225,16038,1,follow
225,8044,1,follow
225,7977,1,follow
225,8312,1,dislike
225,8877,1,like
225,12412,1,follow
8417,15200,1,like
8417,994,1,follow
8417,2738,1,follow
8417,16537,1,follow
8417,13834,1,like
8417,7657,1,like
8417,8312,1,follow
8417,8214,1,follow
8417,6629,1,like
8417,12412,1,follow
8417,20282,1,follow
8417,7834,1,dislike
8417,2784,1,like
8417,19209,1,follow
8422,19873,2,follow
8422,1741,1,like
8422,8191,1,like
8422,8817,1,like
8422,8312,1,like
8422,8682,1,like
8422,6599,1,follow
8422,6298,1,like
8422,2843,1,like
8422,19209,1,follow
8422,16716,1,follow
8426,14648,1,follow
8426,9452,1,like
8426,1528,1,like
8426,281,1,like
8426,16184,1,like
8426,20748,1,like
8426,14907,1,like
8426,10058,1,follow
8426,17640,1,follow
8426,17813,1,follow
8426,7332,1,like
8426,6599,1,dislike
8426,8994,1,dislike
8426,12130,1,like
8426,13834,1,dislike
8426,7665,1,like
8426,8312,1,like
8426,12412,1,follow
8426,8819,1,follow
16619,15790,1,follow
16619,16619,2,like
16619,12412,1,like
239,2087,1,follow
239,15185,1,dislike
239,6465,1,like
239,15129,1,like
239,16675,1,follow
239,15450,1,follow
239,12412,1,follow
239,20342,1,like
239,1070,1,follow
8439,16749,1,follow
8439,11958,1,follow
8439,13865,1,like
8439,7721,1,like
8439,7086,1,follow
8439,14471,1,like
8439,1846,1,like
8439,13879,2,unfollow
8439,11693,1,follow
8439,2087,1,dislike
8439,8439,4,dislike
8439,12064,1,like
8439,949,1,follow
8439,16300,1,like
8439,12167,1,follow
8439,8774,1,follow
8439,14287,1,follow
8439,8682,1,follow
8439,15918,1,like
8439,11597,1,follow
8439,12067,1,follow
8439,11953,1,follow
8439,10859,1,follow
8439,10622,1,follow
8439,16607,1,dislike
8439,9633,1,like
8439,8098,1,like
8439,16180,1,follow
8439,2845,1,follow
8439,1118,1,follow
8439,369,1,like
8439,1054,1,follow
8439,7262,1,like
8439,16150,1,like
8439,15418,1,like
8439,11748,1,like
8439,7399,1,like
8439,18738,1,like
8439,16676,2,like
8439,15683,1,like
8439,11007,1,follow
8439,10757,1,like
8439,8267,1,like
8439,11609,1,follow
8439,15837,1,follow
8439,7012,1,follow
8439,672,1,follow
8439,8214,1,follow
8439,6360,1,like
8439,12111,1,dislike
8439,10202,1,like
8439,16200,1,like
8439,10947,1,dislike
8439,17151,1,follow
8439,9534,1,follow
8439,12412,1,follow
8439,16204,1,like
8439,13030,1,like
8439,16913,1,follow
8439,9053,1,follow
8439,1237,1,like
8439,15914,1,like
8439,15985,1,follow
8439,6930,1,follow
8439,17470,1,like
8439,2075,1,like
8439,12495,1,follow
8439,16020,1,dislike
8439,17064,1,like
8439,7720,1,follow
8439,16069,1,like
8439,9688,1,follow
8439,9634,1,like
8439,8193,1,follow
8439,9535,1,follow
8439,2933,1,like
8439,13834,1,like
8439,7624,1,follow
8439,2591,1,follow
8439,15412,1,follow
8439,20161,1,like
8439,8777,1,follow
8439,16062,1,like
8439,7925,1,like
8439,15561,1,follow
8439,1144,1,like
8439,12367,1,dislike
8439,14907,1,follow
8439,6283,1,dislike
8439,6298,1,like
8439,6629,1,dislike
8439,6465,1,like
8439,14832,1,like
8439,14160,1,follow
16636,15775,1,follow
16636,12412,1,follow
16636,13924,1,like
16636,6465,1,like
16636,2722,1,like
16637,11871,2,like
16637,61,2,like
16637,8901,1,follow
16637,16690,1,follow
16637,7456,1,follow
16637,16637,3,like
16637,13865,1,like
16637,11676,1,like
16637,16792,1,like
16637,10043,1,follow
16637,16676,2,like
16637,8193,1,like
16637,14478,2,dislike
16637,9691,1,follow
16637,7659,1,follow
16637,19366,1,like
16637,14451,1,like
16637,16036,1,follow
16637,19873,1,follow
16637,13998,4,like
16637,16559,1,follow
16637,7210,1,dislike
16637,8054,1,dislike
16637,15638,1,dislike
16637,117,1,like
16637,7192,1,follow
16637,10335,1,follow
16637,7639,1,dislike
16637,8312,1,like
16637,7268,1,dislike
16637,15040,1,dislike
16637,10258,1,like
16637,8188,1,dislike
16637,14996,1,dislike
16637,15249,1,follow
16637,7715,1,like
16637,6288,1,like
16637,14337,1,follow
16637,2205,1,dislike
16637,14350,1,follow
16637,12412,1,like
16637,8782,1,follow
16637,14855,2,like
16637,7885,1,follow
8451,11595,1,follow
8451,13718,1,follow
8451,14451,1,unfollow
8451,13870,1,like
8451,14910,1,like
8451,7119,1,like
8451,9703,1,follow
8451,9834,1,like
8451,992,1,follow
8451,14432,1,like
8451,8451,1,like
8451,7069,1,like
8451,20576,1,like
8451,1070,1,like
8451,8312,1,dislike
8451,6347,1,follow
8451,12412,1,follow
8451,6465,1,like
260,12511,1,follow
16647,10211,2,dislike
16647,9630,1,follow
16647,1359,4,dislike
16647,16647,1,dislike
16647,20435,1,like
16647,16682,2,like
16647,11505,1,follow
16647,9703,1,follow
16647,19209,1,unfollow
16647,12412,3,like
16647,13870,1,follow
16647,10521,1,follow
16647,5386,1,like
16647,7852,1,like
16647,7721,1,follow
16647,10890,1,like
16647,20689,1,like
16647,7399,1,follow
16647,8312,1,dislike
16647,2722,1,like
16650,14996,1,like
16650,10335,1,follow
16650,2857,1,like
16650,8026,1,like
16650,2786,1,like
16650,1256,1,follow
16650,994,1,follow
16650,7443,1,follow
16650,8214,1,like
16650,16650,1,like
16650,6668,1,like
16650,13414,1,dislike
16650,496,1,follow
16650,6465,1,follow
16650,13503,1,dislike
16650,7900,1,like
16650,12766,1,follow
8464,17640,1,like
8464,14685,1,follow
8464,17615,1,like
8464,12167,1,follow
8464,6930,1,follow
8464,8464,1,dislike
8464,1621,1,like
8464,19873,1,dislike
8464,14910,1,like
8464,15930,1,follow
8464,8036,1,like
8464,8926,1,follow
8464,7977,1,like
8464,4446,1,follow
8464,8214,1,like
8464,17813,1,follow
8464,16169,1,follow
8464,14491,1,follow
8464,6465,1,like
8464,6599,2,dislike
8464,6332,1,follow
8464,7226,1,follow
8464,8841,1,follow
8464,14160,1,dislike
8464,8426,1,dislike
8464,13851,1,like
8464,6779,1,follow
8464,2511,1,follow
8464,15022,1,dislike
16660,12412,4,dislike
16660,8963,1,like
16660,8537,1,follow
16660,18391,1,follow
16660,7722,1,like
16660,2884,1,like
16660,13916,1,like
16660,11007,1,follow
16660,14494,1,follow
16660,16660,2,like
16660,9068,1,like
16660,1846,1,follow
16660,10254,1,follow
16660,13883,1,follow
16660,13627,1,follow
16660,6463,1,like
16660,8312,1,dislike
16660,10409,1,like
16660,8811,1,follow
16660,10947,1,follow
16660,8817,1,like
16660,14444,1,like
16660,1864,1,dislike
16660,1880,1,follow
16660,8301,1,dislike
16660,8439,1,dislike
16660,15205,1,follow
16660,14491,1,follow
16660,8970,1,follow
16660,1075,1,dislike
16660,17194,1,follow
16660,7748,1,dislike
8468,9851,1,like
8468,14941,1,dislike
8468,9703,1,like
8468,13883,1,like
8468,15200,1,follow
8468,10480,1,like
8468,8312,1,dislike
8468,7522,1,like
8468,6599,1,follow
8468,14495,1,follow
8468,12412,1,follow
8468,6298,1,follow
8468,6622,1,follow
8468,6465,1,follow
8468,1770,1,follow
8468,15965,1,like
281,281,1,like
283,7273,1,follow
283,87,1,follow
283,13908,1,follow
283,9530,1,like
283,16676,1,like
283,16791,1,like
283,283,1,dislike
283,2087,1,dislike
283,14538,1,follow
283,8439,1,follow
283,10164,1,follow
283,8630,1,like
283,1153,1,follow
283,15914,1,follow
283,599,1,dislike
283,14910,1,like
283,7721,1,dislike
283,8648,1,follow
283,8643,1,follow
283,8782,1,like
283,1077,1,like
283,2591,1,like
283,15074,1,follow
283,8877,1,follow
283,369,1,dislike
283,8766,1,like
283,6567,1,follow
283,12412,1,follow
283,8022,1,like
283,8591,1,follow
283,1741,1,follow
283,14307,1,follow
16675,1864,1,like
16675,11276,1,follow
16675,16675,4,like
16675,14160,1,like
16675,16537,1,like
16675,135,1,follow
16675,12168,1,like
16675,11569,1,like
16675,6288,1,follow
16675,10652,1,follow
16675,6465,1,like
16675,9530,1,like
16675,15040,2,dislike
16675,14832,1,dislike
16675,15455,1,like
16675,7332,1,like
16675,8648,1,follow
16675,6622,1,follow
16675,61,1,like
16675,6629,1,dislike
16675,5371,1,like
16675,190,1,dislike
16675,8312,1,like
16675,8333,1,follow
16675,7268,1,follow
16675,1990,1,follow
16675,12412,1,dislike
16675,13391,1,like
16676,2569,1,like
16676,8901,1,follow
16676,599,2,like
16676,17201,1,follow
16676,10380,1,follow
16676,1864,3,dislike
16676,14459,1,like
16676,16125,1,dislike
16676,7456,1,like
16676,16676,1,dislike
16676,10484,1,follow
16676,1103,1,dislike
16676,15565,1,follow
16676,80,1,like
16676,17813,1,follow
16676,12168,1,follow
16676,12141,1,follow
16676,11936,1,follow
16676,12128,1,like
16676,9103,1,follow
16676,12143,1,follow
16676,7399,1,follow
16676,12023,1,follow
16676,11069,1,follow
16676,9939,1,follow
16676,7226,1,like
16676,12033,1,follow
16676,11693,1,like
16676,1070,2,like
16676,11992,1,follow
16676,12766,1,like
16676,11006,1,follow
16676,6482,1,follow
16676,15677,1,like
16676,20613,1,like
16676,6599,1,dislike
16676,9068,1,like
16676,13513,1,follow
16676,10985,1,like
16676,8296,1,like
16676,10048,1,follow
16676,16210,1,like
16676,11518,1,follow
16676,1490,1,dislike
16676,6298,1,follow
16676,13908,2,like
16676,8439,1,follow
16676,6464,1,like
16676,9452,1,like
16676,7977,1,dislike
16676,10751,1,follow
16676,10450,1,like
16676,10696,1,like
16676,9893,1,like
16676,16485,1,follow
16676,8026,1,dislike
16676,8054,1,like
16676,10355,1,follow
16676,14160,2,like
16676,13385,1,like
16676,6433,1,like
16676,6465,1,dislike
16676,12460,1,like
16676,10445,1,like
16676,2750,1,follow
16676,10300,1,like
16676,15765,1,follow
16676,20795,1,like
16676,7210,1,like
16676,4446,1,dislike
16676,16020,1,like
16676,15249,1,like
16676,8819,1,follow
16676,16310,1,like
16676,2134,1,follow
16676,6283,1,follow
16676,6332,1,follow
16676,16038,1,like
16676,14832,1,follow
16676,8191,1,follow
16676,2653,1,dislike
16676,16200,1,follow
16676,8917,1,like
16676,16529,1,follow
16676,12455,1,follow
16676,15231,1,like
16676,7900,1,like
16676,12204,1,like
16676,8994,1,like
16676,117,1,dislike
16676,8265,1,follow
16676,17640,1,like
16676,16755,1,follow
16676,15069,1,like
16676,10049,1,dislike
16676,14336,1,dislike
16676,6922,1,dislike
16676,1917,1,dislike
16676,12412,1,like
16676,15627,1,like
16676,15306,1,dislike
16676,1153,1,dislike
16676,15165,1,like
16676,13391,1,dislike
16676,13830,1,follow
16676,6687,1,follow
16676,7243,1,follow
8487,16619,1,follow
8487,13908,1,follow
8487,11594,1,follow
8487,9826,1,like
8487,11255,1,like
8487,13981,1,follow
8487,15070,2,follow
8487,16038,1,follow
8487,17813,1,like
8487,11972,1,follow
8487,1103,1,like
8487,10662,1,follow
8487,9688,1,follow
8487,14488,1,like
8487,8487,1,dislike
8487,6629,1,follow
8487,6599,1,follow
8487,11924,1,follow
8487,6482,1,like
8487,16169,1,like
8487,16675,1,like
8487,9884,1,like
8487,6332,1,follow
8487,14907,2,follow
8487,10189,1,follow
8487,2281,1,like
8487,8918,1,like
8487,9939,1,unfollow
8487,8832,1,dislike
8487,8073,1,follow
8487,8054,2,like
8487,14373,1,like
8487,8766,2,like
8487,19629,1,like
8487,9660,1,follow
8487,10202,1,like
8487,6622,1,dislike
8487,7210,1,dislike
8487,15930,1,follow
8487,20154,2,like
8487,8439,1,dislike
8487,10299,1,follow
8487,14910,1,follow
8487,8835,1,like
8487,8830,1,like
8487,17201,1,like
8487,7848,1,like
8487,7813,1,follow
8487,7688,1,follow
8487,2786,1,dislike
8487,10787,1,follow
8487,12143,1,follow
8487,7834,1,follow
8487,16913,1,like
8487,7951,1,dislike
8487,8312,1,like
8487,15912,1,like
8487,13913,1,like
8487,1615,1,dislike
8487,7443,1,follow
16682,20689,1,like
16682,16682,2,like
16682,20342,1,follow
16682,11871,1,like
16682,12167,1,follow
16682,11922,1,like
16682,11986,1,follow
16682,7653,1,like
16682,14463,3,unfollow
16682,15023,1,follow
16682,14495,1,follow
16682,15040,1,follow
16682,16125,1,like
16682,20403,1,follow
16682,2574,1,like
16682,16464,1,follow
16682,11802,1,like
16682,17039,1,like
16682,1994,1,follow
16682,61,4,dislike
16682,736,1,follow
16682,12412,1,follow
16682,2745,1,like
16682,8294,1,follow
16682,15019,1,like
16682,17444,1,dislike
16682,15129,1,follow
16682,16619,1,like
16682,7865,1,like
16682,15965,1,follow
16682,16573,1,like
8495,20342,1,like
8495,7088,1,like
8495,8495,6,like
8495,14471,1,like
8495,9567,1,follow
8495,14153,1,follow
8495,6599,1,like
8495,15266,1,follow
8495,11113,1,like
8495,11961,1,like
8495,11970,1,like
8495,8191,5,dislike
8495,16443,1,follow
8495,9630,1,unfollow
8495,11867,1,follow
8495,20804,1,follow
8495,7274,1,follow
8495,10859,1,like
8495,15455,1,follow
8495,19209,1,follow
8495,11949,1,follow
8495,9712,1,like
8495,672,1,follow
8495,8439,1,like
8495,9534,1,follow
8495,8188,1,follow
8495,15911,1,like
8495,1073,1,follow
8495,8055,1,like
8495,10254,1,follow
8495,12480,1,like
8495,1880,1,dislike
8495,889,1,like
8495,15677,1,follow
8495,11140,1,follow
8495,10292,1,follow
8495,16619,1,like
8495,14895,1,follow
8495,7012,1,follow
8495,14063,1,like
8495,8643,1,like
8495,15627,1,follow
8495,2128,1,follow
8495,2884,1,dislike
8495,14162,1,follow
8495,1144,1,follow
8495,8714,1,dislike
8495,6298,1,like
8495,12090,1,dislike
8495,12412,1,follow
8495,17201,1,like
8495,6424,1,like
8497,6331,1,like
8497,20403,1,like
8497,11468,1,like
8497,8497,4,like
8497,12167,1,follow
8497,16125,1,follow
8497,12412,1,unfollow
8497,9630,1,follow
8497,11477,1,like
8497,16038,1,dislike
8497,8054,1,like
8497,14507,1,like
8497,8729,1,like
8497,15765,1,follow
8497,999,1,dislike
8497,14412,1,like
8497,14950,1,follow
8497,15965,1,follow
16690,12095,1,like
16690,7720,2,like
16690,16560,1,follow
16690,994,1,unfollow
16690,8835,1,like
16690,1490,1,follow
16690,8865,1,like
16690,12168,1,like
16690,19209,1,follow
16690,17722,1,follow
16690,10193,1,like
16690,16020,2,like
16690,8802,1,follow
16690,2872,1,follow
16690,11505,1,like
16690,9630,1,dislike
16690,9534,1,follow
16690,653,1,like
16690,14440,1,follow
16690,8817,1,dislike
16690,2702,1,follow
16690,19873,1,like
16690,6288,1,like
16690,8188,2,like
16690,13994,1,follow
16690,7748,1,follow
16690,12412,1,follow
16690,6465,1,dislike
16690,15918,1,follow
16690,8682,2,dislike
16690,8821,1,like
16690,20689,1,follow
16690,2927,2,like
16690,9633,1,dislike
16690,13932,1,like
16690,8877,1,follow
16690,7206,1,like
16690,16690,3,like
16690,2591,1,like
16690,7989,1,like
16690,369,1,dislike
16690,14808,1,follow
16690,8312,1,follow
16690,14538,1,dislike
16690,622,1,like
16690,7522,1,like
16690,15985,1,like
16690,16636,1,follow
16690,1136,1,dislike
16690,960,1,like
16690,15964,1,like
16690,14895,1,like
16690,16866,1,follow
16690,2738,1,follow
16690,2762,1,like
16690,15005,1,follow
307,14478,2,like
307,17171,1,like
307,11961,1,follow
307,6305,1,like
307,16440,1,like
307,9885,1,follow
307,19366,1,like
307,15579,1,follow
307,16675,1,like
307,1924,1,follow
307,16036,1,follow
307,15765,1,follow
307,15040,1,follow
307,11620,1,follow
307,2187,1,like
307,14412,1,follow
307,12288,1,follow
307,19629,1,follow
307,15249,1,dislike
307,7210,1,follow
307,9290,1,like
307,6622,1,follow
307,13552,1,follow
307,7741,1,follow
307,12412,1,follow
307,12766,1,like
307,7069,1,dislike
307,8271,1,dislike
307,8632,1,follow
307,307,1,like
16693,13865,1,like
16693,9710,1,like
16693,8821,1,follow
16693,9885,1,like
16693,10417,1,follow
16693,7949,1,follow
16693,19191,1,like
16693,9826,1,like
16693,6622,1,like
16693,10712,1,like
16693,14679,1,follow
16693,14530,1,follow
16693,17194,1,follow
16693,13540,1,like
16693,14923,1,like
16693,8835,1,follow
16693,16693,1,like
16693,15070,1,like
16693,9943,1,like
16693,14463,1,like
16693,12260,1,follow
16693,7659,1,follow
16693,8312,1,like
16693,12412,1,dislike
16693,7834,1,dislike
16696,16792,1,follow
16696,11871,1,like
16696,8682,1,follow
16696,8439,1,follow
16696,11867,1,like
16696,10717,1,like
16696,1024,1,like
16696,20403,1,follow
16696,9939,1,follow
16696,15180,1,follow
16696,15914,1,like
16696,10335,1,dislike
16696,14463,1,dislike
16696,13883,1,like
16696,12412,1,follow
16696,20795,1,dislike
16699,11505,1,follow
16699,117,1,like
16699,14907,1,follow
16699,19209,1,follow
